#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-29T15:41:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61f55e983eb8ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:B/gcvs&tab:{B/gcvs/gcvs_cat}&key:source=B/gcvs/gcvs_cat&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/gcvs/gcvs_cat
#-order=I
#-out=GCVS
#-out=n_GCVS
#-out=RAJ2000
#-out=DEJ2000
#-out=VarType
#-out=magMax
#magMax=<14.2
#-out=Epoch
#-out=Period
#Period=<3
#-out=SpType
#-out=Exists
#-out=VarName
#AFOEV=AFOEV
#Simbad=Simbad
#

#RESOURCE=yCat_102025
#Name: B/gcvs
#Title: General Catalogue of Variable Stars (Samus+, 2007-2017)
#Table	B_gcvs_gcvs_cat:
#Name: B/gcvs/gcvs_cat
#Title: GCVS catalog (GCVS 5.1, version Oct, 2020)
#Column	GCVS	(A10)	Variable star designation (2)	[ucd=meta.id;meta.main]
#Column	n_GCVS	(A1)	[*] indicates a remark in "gcvs_rem.dat" file	[ucd=meta.note]
#Column	RAJ2000	(A11)	? Hours RA, equinox J2000.0 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Degrees Dec, equinox J2000.0 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	VarType	(a10)	Type of variability (see file "vartype.txt")	[ucd=meta.code;src.var]
#Column	magMax	(F6.3)	? Magnitude at maximum brightness	[ucd=phot.mag]
#Column	Epoch	(F11.5)	? Epoch for maximum light, Julian days (G5)	[ucd=time.epoch]
#Column	Period	(F16.10)	? Period of the variable star	[ucd=time.period]
#Column	SpType	(a17)	Spectral type	[ucd=src.spType]
#Column	Exists	(A12)	Cases of non-existence of the variable etc. (12)	[ucd=meta.note]
#Column	VarName	(A11)	Variable star designation (17)	[ucd=meta.id]
GCVS|n_GCVS|RAJ2000|DEJ2000|VarType|magMax|Epoch|Period|SpType|Exists|VarName
V0725 Her |x|17 12 33.85|+40 28 27.0|RRAB      |13.300|41568.28000|    0.5771120000|                 |            |V0725 Her
V0728 Her |*|17 18 04.30|+41 50 38.7|EW/KW     |10.900|41571.27300|    0.4462587000|                 |            |V0728 Her
V0731 Her |*|17 19 47.09|+43 59 16.3|EW/KE:    |13.300|41945.29200|    0.5420000000|                 |            |V0731 Her
V0732 Her |*|17 20 18.90|+44 19 26.7|EW/KE     |13.200|41561.33500|    0.5255112000|                 |            |V0732 Her
V0733 Her |*|17 20 51.49|+47 53 54.1|EW/KE     |13.800|41598.21300|    0.5280240000|                 |            |V0733 Her
V0734 Her |x|17 22 54.85|+46 12 24.0|RRAB      |13.000|41566.25300|    0.5809954000|                 |            |V0734 Her
V0740 Her |*|17 32 58.32|+44 10 46.9|EW:/KE    |14.100|37115.37900|    0.9904340000|                 |            |V0740 Her
V0742 Her |*|17 37 43.92|+44 08 49.9|EW/KE     |13.800|40829.37700|    0.5776500000|                 |            |V0742 Her
V0743 Her |x|17 41 11.93|+42 12 38.6|RRAB      |13.300|41957.22600|    0.4924150000|                 |            |V0743 Her
V0759 Her |x|17 14 50.71|+41 51 22.5|RRAB      |13.500|39381.32000|    0.5123970000|                 |            |V0759 Her
V0771 Her |*|17 58 52.31|+45 28 34.4|ACV       | 6.440|41450.86000|    0.5174680000|B9p(Si-Cr-Sr)    |            |V0771 Her
V0772 Her |*|18 05 49.71|+21 26 45.2|E         | 6.900|43392.82300|    0.8795110000|G2V              |            |V0772 Her
V0773 Her |x|16 36 42.94|+15 29 50.8|ACV       | 6.010|41459.05000|    1.4587600000|B9p(Si-Sr-Cr:)   |            |V0773 Her
V0775 Her |x|18 55 53.23|+23 33 23.9|RS        | 8.050|43677.52000|    2.8793950000|K0V              |            |V0775 Her
V1078 Her |x|16 14 46.93|+42 27 35.9|RPHS      |14.140|           |    0.0016700000|sd:O             |            |V1078 Her
V1080 Her |x|16 36 27.84|+14 11 36.4|DSCTC     | 9.830|           |    0.0262000000|A2               |            |V1080 Her
V1083 Her |x|16 42 35.45|+06 09 42.9|RRAB      |13.200|44749.37600|    0.6043045000|                 |            |V1083 Her
V1084 Her |x|16 43 45.70|+34 02 39.6|NL        |12.480|           |    0.1081000000|                 |            |V1084 Her
V1086 Her |x|16 48 39.25|+30 27 45.5|DSCT      |13.100|52451.07700|    0.1305970000|                 |            |V1086 Her
V1087 Her |x|16 48 43.22|+06 07 49.4|RRAB      |12.700|44343.46200|    0.4625066000|                 |            |V1087 Her
V1088 Her |*|16 56 31.14|+32 20 55.0|EW        |13.700|51337.74900|    0.3592300000|                 |            |V1088 Her
V1091 Her |*|17 07 24.48|+36 15 25.7|EW        |12.040|52454.13000|    0.3935300000|                 |            |V1091 Her
V1092 Her |*|17 16 39.91|+29 34 04.5|EW        |11.930|52419.12500|    0.3845120000|                 |            |V1092 Her
V1093 Her |*|17 18 03.88|+42 34 13.1|*         |13.970|           |    0.0408000000|sdB              |            |V1093 Her
V1094 Her |*|17 26 31.34|+35 01 15.2|EW        |12.560|52426.55610|    0.3921240000|                 |            |V1094 Her
V1095 Her |*|17 28 03.32|+43 41 23.6|EW        |11.900|52442.57240|    0.4153810000|                 |            |V1095 Her
V1096 Her |x|17 28 45.02|+43 48 13.1|EW        |13.010|52463.43000|    0.2414150000|                 |            |V1096 Her
V1097 Her |x|17 33 27.97|+26 55 47.9|EW        |10.760|52463.40680|    0.3608470000|                 |            |V1097 Her
V1098 Her |x|17 39 37.21|+50 12 02.6|EW        |12.440|51627.33700|    0.3522640000|                 |            |V1098 Her
V1100 Her |x|17 44 10.59|+40 16 51.1|EW        |10.920|52024.98830|    0.3469250000|                 |            |V1100 Her
V1101 Her |*|18 07 33.26|+46 54 35.2|EW        |11.920|52526.47760|    0.3826550000|                 |            |V1101 Her
V1102 Her |*|18 08 01.22|+50 24 52.5|EW        |13.600|52526.49370|    0.3090050000|                 |            |V1102 Her
V1103 Her |*|18 08 18.61|+34 34 36.3|EW        |11.910|52526.37040|    0.2913530000|                 |            |V1103 Her
V1104 Her |x|18 09 47.75|+49 02 55.1|EW        |13.230|52526.42860|    0.2278765000|                 |            |V1104 Her
V1105 Her |x|18 11 23.52|+30 36 39.0|EW        |12.600|52542.02200|    0.3217040000|                 |            |V1105 Her
V1106 Her |*|18 13 24.41|+25 50 11.6|EW        |12.600|52556.03800|    0.2545730000|                 |            |V1106 Her
V1109 Her |x|18 49 29.36|+12 08 40.8|EB        | 9.300|52760.83400|    2.5984900000|B9               |            |V1109 Her
V1111 Her |x|18 55 12.93|+23 13 13.1|BY        | 7.900|           |    1.1475000000|K5               |            |V1111 Her
V1116 Her |x|16 30 16.40|+16 55 06.0|DSCT      |11.160|           |    0.0946810000|                 |            |V1116 Her
V1119 Her |x|16 40 22.41|+06 07 29.7|EB        |10.050|51419.83000|    0.7234100000|G0               |            |V1119 Her
V1124 Her |*|17 04 32.86|+14 26 32.7|RRAB      |12.100|51357.77200|    0.5510000000|                 |            |V1124 Her
V1126 Her |x|17 06 41.05|+15 40 32.4|RRAB      |13.100|53891.67900|    0.5395300000|                 |            |V1126 Her
V1129 Her |x|17 44 43.35|+15 01 55.5|RRAB      |13.200|51331.64600|    0.4626200000|                 |            |V1129 Her
V1131 Her |*|17 47 05.16|+38 33 30.3|RRAB      |13.000|51400.29500|    0.5858400000|                 |            |V1131 Her
V1132 Her |x|17 47 31.60|+16 49 49.2|RRAB      |13.500|53903.59800|    0.5543350000|                 |            |V1132 Her
V1133 Her |x|17 54 43.92|+15 53 16.5|EA        |12.650|53229.60800|    2.4675450000|                 |            |V1133 Her
V1134 Her |x|18 28 14.49|+12 19 51.1|EB        |12.500|51484.65800|    0.6029370000|                 |            |V1134 Her
V1136 Her |x|18 32 47.86|+24 40 45.3|GDOR      | 8.070|           |    1.0044000000|F2IV             |            |V1136 Her
V1138 Her |*|15 50 09.25|+49 36 39.0|EW        |13.800|51394.82200|    0.4609000000|                 |            |V1138 Her
V1139 Her |x|15 50 28.49|+45 57 51.6|SXPHE     |12.650|51486.31000|    0.0685870000|                 |            |V1139 Her
V1140 Her |*|15 53 09.84|+46 52 06.0|EW        |13.700|51390.67500|    0.3730000000|                 |            |V1140 Her
V1141 Her |*|15 54 58.55|+42 46 10.5|RRC       |11.320|54189.69700|    0.3171520000|A2               |            |V1141 Her
V1142 Her |x|15 56 00.63|+49 47 55.5|RRC       |12.760|51328.74000|    0.3782600000|                 |            |V1142 Her
V1143 Her |*|15 56 57.01|+50 54 05.7|EA        |11.600|51393.98900|    1.6862000000|                 |            |V1143 Her
V1147 Her |x|16 00 44.19|+43 08 41.8|EW        |13.800|51375.87500|    0.2544680000|                 |            |V1147 Her
V1148 Her |x|16 01 21.97|+48 29 38.1|EW        |12.500|51399.84900|    0.2822550000|                 |            |V1148 Her
V1149 Her |x|16 03 43.36|+50 13 33.4|CWB       |13.700|51400.10000|    1.4095000000|                 |            |V1149 Her
V1150 Her |x|16 03 51.73|+42 36 54.3|BY        |12.890|           |    0.7880000000|                 |            |V1150 Her
V1151 Her |x|16 03 55.26|+48 57 12.8|EW        |12.800|51397.75700|    0.2781800000|                 |            |V1151 Her
V1152 Her |x|16 04 18.95|+18 08 34.0|RRAB      |14.150|51361.77000|    0.4760700000|                 |            |V1152 Her
V1153 Her |x|16 04 34.81|+50 45 13.5|EW        |12.400|51396.90900|    0.3742200000|                 |            |V1153 Her
V1154 Her |x|16 06 50.59|+41 17 34.8|RS        |12.900|           |    0.5894000000|                 |            |V1154 Her
V1156 Her |x|16 09 13.57|+41 36 41.8|RRAB      |13.700|51387.63700|    0.6090000000|                 |            |V1156 Her
V1157 Her |x|16 10 59.65|+39 52 53.8|EW        |14.100|51384.65400|    0.3158900000|                 |            |V1157 Her
V1158 Her |*|16 11 23.21|+44 06 20.9|EW:       | 9.780|51408.74000|    0.6600000000|A3               |            |V1158 Her
V1159 Her |x|16 11 34.37|+47 16 12.2|EW        |13.300|51396.63200|    0.2873500000|                 |            |V1159 Her
V1160 Her |x|16 12 16.24|+43 16 31.4|EW        |12.200|51381.54800|    0.3760750000|                 |            |V1160 Her
V1162 Her |x|16 17 00.49|+10 17 27.9|RRAB      |12.900|53130.74970|    0.5479250000|                 |            |V1162 Her
V1164 Her |x|16 18 58.29|+49 54 32.6|RRAB      |14.020|51481.59000|    0.4594900000|                 |            |V1164 Her
V1165 Her |x|16 19 59.98|+04 36 46.3|RS        |10.200|           |    1.4370000000|K2               |            |V1165 Her
V1166 Her |x|16 20 01.84|+04 28 40.6|DSCT      |12.500|           |    0.1081570000|                 |            |V1166 Her
V1167 Her |x|16 20 03.21|+07 07 28.7|EW        | 9.720|54988.69330|    0.2752820000|G5               |            |V1167 Her
V1169 Her |x|16 22 01.18|+22 50 21.8|BY        |11.830|           |    1.3728000000|M                |            |V1169 Her
V1170 Her |x|16 22 40.76|+43 01 08.1|EW        |12.200|51373.61000|    0.4140900000|                 |            |V1170 Her
V1171 Her |x|16 22 55.30|+22 46 04.2|BY        |10.860|           |    1.7387000000|K                |            |V1171 Her
V1172 Her |x|16 23 37.19|+15 57 20.4|EW        |12.650|53832.79000|    0.2361660000|                 |            |V1172 Her
V1173 Her |x|16 24 10.44|+45 55 26.8|EW        | 9.950|51383.73700|    0.2656290000|                 |            |V1173 Her
V1175 Her |x|16 24 46.22|+21 39 03.3|EW        |11.130|55049.45200|    0.3211970000|                 |            |V1175 Her
V1179 Her |x|16 27 44.92|+11 03 38.0|EW        |11.450|53906.48800|    0.3854980000|                 |            |V1179 Her
V1180 Her |x|16 28 15.37|+33 01 07.6|EW:       |12.820|51243.27660|    0.3520660000|                 |            |V1180 Her
V1181 Her |x|16 28 17.30|+37 11 24.2|EW        |11.190|53898.39970|    0.3370430000|                 |            |V1181 Her
V1182 Her |x|16 28 23.04|+36 56 01.8|EA        |11.700|51393.53500|    1.9129000000|                 |            |V1182 Her
V1183 Her |x|16 28 29.56|+34 31 49.3|EW        |12.650|51310.81700|    0.3095000000|                 |            |V1183 Her
V1185 Her |x|16 28 36.14|+47 17 58.1|EW        |10.900|51390.56100|    0.3597900000|                 |            |V1185 Her
V1186 Her |x|16 29 14.78|+24 59 38.7|RRAB      |13.760|51318.74000|    0.4403200000|                 |            |V1186 Her
V1187 Her |x|16 29 19.89|+35 40 02.9|EW        |11.100|53877.46940|    0.3107660000|                 |            |V1187 Her
V1188 Her |x|16 29 29.89|+04 29 16.9|RRAB      |12.900|53106.83420|    0.6393500000|                 |            |V1188 Her
V1190 Her |x|16 29 43.05|+48 22 23.8|RS        |12.800|           |    2.6615000000|                 |            |V1190 Her
V1191 Her |x|16 29 46.60|+28 10 38.1|BY        |10.460|           |    1.4639000000|                 |            |V1191 Her
V1192 Her |x|16 30 19.27|+48 13 43.6|EW        |13.000|51391.57900|    0.3100800000|                 |            |V1192 Her
V1193 Her |x|16 30 49.89|+04 52 11.1|RRAB      |14.000|51359.76000|    0.4391600000|                 |            |V1193 Her
V1195 Her |x|16 31 35.69|+48 43 36.2|RRAB      |11.900|51391.51000|    0.6097100000|                 |            |V1195 Her
V1197 Her |x|16 33 22.86|+28 18 19.5|EW        |12.750|54556.92090|    0.2626814000|                 |            |V1197 Her
V1198 Her |x|16 34 20.91|+42 44 33.4|EW        |10.770|51386.81700|    0.3636200000|                 |            |V1198 Her
V1200 Her |x|16 35 27.43|+35 00 57.4|BY        |12.230|           |    0.9166000000|M4               |            |V1200 Her
V1202 Her |x|16 35 47.39|+45 24 58.3|EW        |13.700|51339.85300|    0.3388000000|                 |            |V1202 Her
V1203 Her |x|16 36 17.00|+50 09 37.2|RRC       |12.650|51392.92000|    0.3179000000|                 |            |V1203 Her
V1204 Her |x|16 37 37.26|+06 48 12.5|RRAB      |13.500|52385.20000|    0.6378200000|                 |            |V1204 Her
V1205 Her |x|16 37 39.46|+22 11 12.8|BY        |10.770|           |    2.0912000000|                 |            |V1205 Her
V1206 Her |x|16 37 41.35|+29 19 50.5|BY        |11.430|           |    0.8246000000|                 |            |V1206 Her
V1207 Her |x|16 38 45.55|+25 06 43.4|EW        |12.550|53183.61920|    0.2667570000|                 |            |V1207 Her
V1208 Her |x|16 38 50.60|+40 57 58.4|EW        |12.250|51390.95800|    0.3633200000|                 |            |V1208 Her
V1209 Her |x|16 41 06.79|+40 42 25.8|SXPHE     |13.800|           |    0.0512975000|                 |            |V1209 Her
V1212 Her |x|16 43 28.85|+45 23 33.8|RRAB      |13.100|51405.60800|    0.6211800000|                 |            |V1212 Her
V1216 Her |x|16 48 15.53|+44 44 28.8|EW        |12.150|51373.71300|    0.3020300000|                 |            |V1216 Her
V1217 Her |x|16 48 42.81|+09 56 22.2|RRAB      |12.350|52385.50000|    0.7876300000|                 |            |V1217 Her
V1218 Her |x|16 49 29.37|+04 52 45.9|RRAB      |13.000|52385.70000|    0.7264200000|                 |            |V1218 Her
V1220 Her |x|16 49 56.82|+32 52 35.6|BY        |11.980|           |    1.0396000000|                 |            |V1220 Her
V1221 Her |x|16 49 59.96|+41 22 25.9|BY        |11.240|           |    1.8137000000|K0               |            |V1221 Her
V1222 Her |x|16 50 25.84|+27 28 17.3|BY        |11.320|           |    2.2815000000|                 |            |V1222 Her
V1223 Her |x|16 50 34.13|+45 46 36.5|EW        |10.420|51412.84800|    0.6794500000|                 |            |V1223 Her
V1228 Her |x|16 54 45.04|+42 32 27.5|BY        |13.020|           |    0.6912000000|M3               |            |V1228 Her
V1230 Her |x|16 57 26.59|+14 40 46.4|EW        |14.070|51252.40000|    0.3700020000|                 |            |V1230 Her
V1233 Her |x|16 58 52.45|+39 14 23.1|EW        |11.800|51243.39800|    0.3105990000|                 |            |V1233 Her
V1235 Her |x|16 59 21.89|+34 28 22.5|BY        |10.660|           |    1.5636000000|                 |            |V1235 Her
V1238 Her |x|17 01 21.85|+42 09 49.9|EW        | 9.800|44423.33700|    0.3701518000|G0               |            |V1238 Her
V1241 Her |x|17 03 03.07|+32 03 25.9|BY        |11.480|           |    2.7718000000|F8               |            |V1241 Her
V1243 Her |x|17 04 20.21|+39 28 58.7|BY        |11.360|           |    0.7964500000|                 |            |V1243 Her
V1248 Her |x|17 12 45.62|+32 25 39.9|RRAB      |13.700|51364.80000|    0.5062000000|                 |            |V1248 Her
V1249 Her |x|17 13 30.96|+23 20 26.5|BY        |10.350|           |    2.7852000000|                 |            |V1249 Her
V1251 Her |x|17 17 33.61|+49 55 15.8|BY        |13.870|           |    2.0939000000|                 |            |V1251 Her
V1253 Her |x|17 18 00.31|+21 28 09.4|BY        |10.080|           |    0.7904000000|                 |            |V1253 Her
V1254 Her |x|17 18 08.56|+25 06 12.1|BY        |10.710|           |    2.4103000000|K5               |            |V1254 Her
V1256 Her |x|17 20 21.49|+16 30 53.3|EW        |12.600|53496.77800|    0.3182750000|                 |            |V1256 Her
V1257 Her |x|17 22 28.65|+36 58 42.1|BY        |10.630|           |    1.2283000000|K5               |            |V1257 Her
V1260 Her |x|17 23 41.51|+37 19 31.0|RRAB      |13.100|51478.65000|    0.4540200000|                 |            |V1260 Her
V1261 Her |x|17 23 47.41|+20 54 42.9|EW        |12.700|52875.39120|    0.3976946000|                 |            |V1261 Her
V1263 Her |x|17 24 13.68|+40 26 17.2|BY        |11.380|           |    0.2890000000|                 |            |V1263 Her
V1264 Her | |17 27 15.60|+33 30 06.1|EB        |12.350|51400.79700|    0.8147400000|                 |            |V1264 Her
V1265 Her |*|17 28 31.93|+38 22 41.9|RRAB      |13.980|55034.69000|    0.4582130000|                 |            |V1265 Her
V1267 Her |x|17 29 07.00|+27 49 21.4|RRAB      |12.400|53126.86090|    0.4688500000|                 |            |V1267 Her
V1270 Her |x|17 31 03.33|+28 15 06.6|BY        |10.270|           |    1.2653000000|                 |            |V1270 Her
V1271 Her |x|17 31 09.41|+40 41 18.3|EW        |13.950|55713.89000|    0.3196177000|                 |            |V1271 Her
V1274 Her |x|17 33 53.15|+16 55 12.9|BY        |13.040|           |    0.2659000000|                 |            |V1274 Her
V1275 Her |x|17 36 01.68|+47 02 17.7|EW        |13.850|55103.68000|    0.2911296000|                 |            |V1275 Her
V1276 Her |x|17 36 36.83|+15 15 08.4|BY        |10.340|           |    2.6726000000|                 |            |V1276 Her
V1277 Her |x|17 36 37.53|+46 05 13.5|EB        |10.500|51386.53400|    1.0593000000|                 |            |V1277 Her
V1279 Her |x|17 36 59.26|+48 59 46.0|BY        |12.720|           |    2.6143000000|M2.5V            |            |V1279 Her
V1280 Her |x|17 37 33.45|+41 46 19.9|BY        |11.160|           |    1.5480000000|                 |            |V1280 Her
V1281 Her |x|17 38 29.93|+19 48 05.4|RRAB      |13.490|53550.80000|    0.4648777000|                 |            |V1281 Her
V1282 Her |x|17 38 34.23|+45 27 18.7|EW        |12.800|52871.37860|    0.2783504000|                 |            |V1282 Her
V1283 Her |x|17 38 37.39|+37 53 56.6|RRC       |10.720|51421.80000|    0.2726900000|                 |            |V1283 Her
V1284 Her |x|17 39 25.35|+36 46 59.4|EW        |12.520|52898.34760|    0.3371460000|                 |            |V1284 Her
V1285 Her |*|17 41 07.33|+48 43 13.6|RR(B)     |12.830|51408.71000|    0.4133000000|                 |            |V1285 Her
V1286 Her |x|17 41 43.81|+34 12 08.5|EW        |12.270|52898.31440|    0.3347110000|                 |            |V1286 Her
V1287 Her |x|17 42 52.82|+14 18 04.6|RRAB      |13.700|49475.47100|    0.5404488000|                 |            |V1287 Her
V1289 Her |x|17 43 57.18|+34 18 03.3|EW        |10.880|52907.39980|    0.3400920000|                 |            |V1289 Her
V1291 Her |x|17 46 05.23|+31 21 04.7|BY        |12.430|           |    0.3789000000|                 |            |V1291 Her
V1295 Her |x|17 47 36.99|+45 02 14.9|EW        |11.840|53154.44510|    0.3492231000|                 |            |V1295 Her
V1297 Her |x|17 49 47.05|+33 50 59.2|BY        |10.900|           |    1.3479000000|                 |            |V1297 Her
V1298 Her |x|17 49 51.66|+23 28 07.3|EA        | 9.750|54547.90680|    2.1446900000|F8               |            |V1298 Her
V1300 Her |x|17 51 23.40|+37 43 05.5|EW        |12.620|54246.89000|    0.2963337000|                 |            |V1300 Her
V1302 Her |*|17 52 39.06|+43 49 29.4|EW        |12.000|54610.34700|    0.3162897000|                 |            |V1302 Her
V1303 Her |x|17 52 39.89|+48 37 02.1|RRAB      |13.000|54922.99000|    0.5902854000|                 |            |V1303 Her
V1304 Her |*|17 52 42.72|+23 27 29.0|BY:       |10.000|           |    1.5451000000|                 |            |V1304 Her
